latitude,longitude,roof_area_sqm,annual_ghi,avg_temperature,system_size_kw,tilt_angle,annual_generation_kwh
10.2243,72.449,23.9,2289.0,35.09,4.31,7.6,6879.13
26.3735,78.63,142.6,1927.62,29.94,26.06,32.5,39935.37
25.6718,78.8272,70.1,1875.25,25.47,11.4,18.3,15286.4
15.378,72.3909,22.4,2177.38,29.94,3.66,8.0,6174.24
33.6733,91.1552,30.2,1562.52,18.09,5.46,42.3,6270.52
12.0786,88.5096,215.7,2012.81,32.58,39.99,5.0,64975.71
19.673,73.5211,334.4,2044.42,31.55,49.15,9.8,73788.18
33.4776,78.6349,40.6,1742.53,22.31,7.48,31.3,11203.21
19.3326,71.0683,99.1,2044.45,34.19,18.35,11.4,26390.27
25.2402,86.218,39.8,1894.83,26.73,5.52,32.5,7750.07
18.735,71.5198,30.9,2052.44,30.46,5.49,27.2,8886.11
15.4038,96.5921,20.8,2001.58,28.94,2.81,15.1,4005.75
34.5674,90.6398,49.2,1767.43,23.62,6.27,33.1,8350.13
19.052,79.3169,131.9,2080.62,26.07,21.9,19.8,36180.33
32.1407,84.7784,22.2,1863.11,25.52,4.28,26.7,5793.83
14.2088,94.4289,94.9,2249.33,33.65,11.66,10.2,20018.58
13.7538,84.0689,372.3,2115.96,35.13,69.28,5.8,107995.91
8.8406,73.0605,25.7,2206.78,32.58,4.13,7.8,6351.16
25.595,78.9824,37.3,1761.44,27.4,7.05,27.8,9989.81
17.9502,92.4512,103.4,1978.38,31.65,19.38,26.6,26569.01
31.3377,86.6822,26.2,1764.48,25.38,4.99,36.1,7019.46
20.7767,86.871,24.2,2054.05,27.52,4.4,25.2,6929.26
34.1412,93.1378,42.8,1680.58,18.45,8.02,30.3,10421.46
13.0092,93.9252,29.7,2173.54,33.44,3.98,20.8,6015.91
31.4528,94.674,235.4,1777.72,24.14,33.97,40.4,46755.08
28.9681,70.7506,123.8,1808.4,24.43,17.26,37.6,22731.73
28.8149,83.7797,42.1,1845.24,27.16,7.55,19.6,11107.24
30.8091,89.4748,77.6,1758.14,24.65,10.27,32.9,14887.49
28.5476,89.9509,455.4,1795.82,23.12,61.29,31.4,92795.89
24.9079,85.5948,40.6,1759.27,23.53,7.74,20.8,10700.44
11.5436,72.8368,30.4,2116.38,31.15,5.36,21.4,8206.28
8.8782,91.1252,299.6,2145.79,39.39,56.94,5.0,87452.95
32.8629,88.8832,404.3,1711.19,25.26,53.03,27.2,68219.36
24.6496,70.4979,26.3,1933.66,27.88,4.0,24.3,6031.6
29.5065,81.4505,34.1,1865.57,24.96,4.86,26.0,7150.9
21.0011,73.0453,39.6,1984.56,28.65,4.78,29.5,7543.1
11.1673,77.7868,36.2,2222.62,35.91,5.17,10.0,8549.61
11.38,68.5244,110.8,2185.2,32.5,16.67,9.6,25489.3
26.5103,79.6096,36.4,1843.21,27.82,4.63,29.0,6398.62
19.6183,83.9464,26.0,1953.84,29.07,4.29,11.2,6757.48
13.4142,85.9679,32.3,2127.57,36.44,4.87,18.5,7002.09
21.2731,87.2412,336.2,2006.99,30.51,41.59,26.6,64961.52
9.7336,92.2524,43.4,2280.62,36.71,7.65,9.2,12697.87
23.7132,74.2484,39.6,2012.46,26.76,7.07,32.8,10244.98
15.2628,71.494,299.3,2025.95,33.85,55.9,16.8,86481.0
29.5341,92.6946,147.4,1804.23,24.68,23.42,33.4,35159.33
16.3798,72.5418,23.2,2102.85,31.45,4.59,24.9,7269.32
20.2909,96.268,26.2,2064.2,32.74,5.06,23.6,7713.39
8.3138,92.4336,30.2,2269.47,32.77,4.96,7.0,7923.3
9.9561,82.5254,72.9,2159.68,34.53,11.34,5.0,18012.22
18.5973,96.4612,38.8,1908.93,31.11,4.66,23.2,6231.65
20.9583,70.8239,21.2,1886.83,30.21,3.75,30.3,5171.87
24.2006,76.7889,25.3,1930.2,26.81,4.18,23.6,6216.89
15.8749,86.5085,28.8,2085.63,35.63,5.62,12.7,7646.45
26.7645,78.1502,118.3,1774.34,23.97,19.83,27.1,29436.91
31.2233,94.9228,46.3,1785.55,27.47,9.23,35.8,11776.15
29.056,69.9032,44.0,1871.49,27.95,8.28,19.1,11478.42
9.0697,83.9329,213.7,2088.65,38.32,41.95,16.8,64884.89
20.9737,85.1351,106.5,2054.87,25.99,15.58,28.7,25886.28
10.8331,86.9291,20.9,2118.8,31.99,2.76,11.7,4247.7
14.5352,75.4143,81.1,2182.98,35.04,14.89,7.0,20799.76
34.6399,78.5724,44.2,1677.81,19.26,8.08,38.1,11282.95
11.8474,92.4667,95.7,2048.62,30.06,13.1,5.0,18833.14
21.47,73.6533,65.0,1920.89,27.96,11.78,21.6,17746.2
24.6902,91.9792,93.9,1891.96,27.87,15.63,16.6,22713.57
26.9666,84.317,69.8,1827.52,29.65,8.99,28.7,10475.37
23.1105,90.1034,31.8,1910.73,27.83,5.09,19.5,6819.28
8.2638,88.6946,98.8,2221.97,33.66,19.21,14.9,30775.52
16.8145,74.0178,30.5,2027.65,31.66,4.89,22.8,6437.3
21.9782,84.4956,48.1,1943.1,29.65,8.81,31.9,11861.89
10.3724,93.164,346.9,2020.56,34.81,42.43,5.5,63700.08
17.4669,80.5314,134.3,2060.93,30.38,23.94,8.7,36503.15
8.8965,96.0311,416.3,2176.73,30.69,81.48,7.8,136770.45
10.1216,81.1142,39.8,2290.63,32.21,6.37,5.0,11127.63
18.7169,72.1408,34.9,1931.93,33.02,5.13,12.3,6721.08
11.5833,79.2936,20.1,1990.84,33.76,3.45,13.5,4809.24
23.3236,95.5994,111.3,1973.62,27.46,21.52,25.2,33863.02
26.6156,77.2719,30.7,1892.64,28.86,4.12,17.5,6268.12
29.6158,93.1748,23.5,1730.24,23.01,3.58,28.5,4618.49
13.4041,93.5563,33.3,1980.35,32.12,4.42,14.0,6706.75
12.522,78.1554,123.6,2241.6,33.24,19.74,7.9,34240.2
10.8233,70.4145,48.9,2262.31,32.85,7.97,18.3,13476.55
25.1836,89.0122,87.4,1691.7,27.47,17.09,18.4,21601.88
27.0748,77.0339,36.3,1819.99,26.04,5.55,22.2,7482.49
8.8528,90.7048,45.5,2317.78,31.82,7.53,5.0,14388.24
33.2777,80.837,30.0,1706.92,23.99,5.73,25.6,7519.54
9.4032,82.0727,199.8,2135.49,31.71,29.11,17.0,47010.11
22.615,90.5594,28.5,1914.31,28.75,4.95,18.2,7299.6
27.1446,79.0885,47.0,1765.72,29.13,8.48,31.6,10872.42
31.5162,80.8507,65.9,1640.33,23.86,9.66,30.1,12393.87
27.2803,78.9095,29.9,1937.16,23.98,3.98,30.0,5892.51
29.6467,78.6529,96.5,1662.93,25.01,15.46,38.2,19205.04
17.1652,83.2525,45.4,2054.81,29.21,6.75,24.1,10581.47
30.0003,91.4552,48.1,1874.92,26.29,6.8,21.4,9196.24
10.1631,78.4913,32.8,2044.97,33.73,6.49,17.1,9194.23
32.16,83.2034,48.0,1691.18,27.55,7.68,31.2,10249.94
22.785,87.4511,66.1,2030.92,30.67,12.47,19.8,18623.63
30.067,75.8137,65.7,1845.42,24.76,8.91,33.5,12485.51
20.2126,76.0482,144.9,1930.79,30.94,28.28,29.2,36554.26
25.3766,95.069,328.4,1983.4,26.39,60.28,17.3,94834.92
22.2129,88.9825,25.6,2040.69,28.67,4.72,27.6,7474.42
27.7529,84.7384,34.6,1865.97,25.39,5.24,21.8,7744.08
10.204,86.7839,128.3,2088.32,35.54,20.38,7.8,32179.65
9.6295,68.8497,132.7,2137.59,37.13,22.22,17.1,31847.37
14.6718,85.925,45.9,2102.82,33.59,8.41,15.6,13435.32
12.3077,82.7758,107.0,2107.37,34.91,20.1,5.0,30089.49
31.5382,83.8267,46.0,1851.43,26.25,5.81,31.7,7942.48
13.9188,78.4233,101.0,1971.08,33.44,19.43,19.7,29071.64
34.3484,70.3627,110.7,1606.19,20.86,21.59,34.9,29724.47
17.0962,73.6068,125.9,2050.74,34.31,21.07,10.4,34173.99
12.9172,95.5716,32.8,2072.17,36.4,4.42,11.8,7007.27
29.3219,79.8523,57.4,1766.04,24.94,10.64,37.8,14265.55
25.7851,81.5338,85.0,1738.42,26.26,13.93,28.9,18414.81
21.4513,69.5286,38.7,1959.44,30.17,7.18,26.0,10119.09
22.9948,69.0894,25.8,1925.87,29.35,4.77,28.7,6826.5
27.4184,88.7983,201.9,1902.75,25.86,25.63,19.2,38656.81
14.1683,83.6047,28.8,2094.48,29.72,4.85,15.8,8440.83
34.901,82.7525,21.0,1705.17,23.51,3.33,32.4,4241.78
34.3194,75.0506,42.3,1820.41,24.26,8.28,27.1,10385.71
25.5588,89.5978,75.9,1778.94,28.55,10.91,19.6,14268.23
13.3876,72.8789,193.5,2145.93,33.27,26.41,19.0,43920.97
26.3662,73.5081,119.9,1735.72,26.19,23.0,19.6,33506.54
9.9494,81.3607,45.3,2097.84,36.11,5.97,6.2,9834.15
8.8276,76.3021,52.0,2088.09,34.76,9.09,5.0,14967.46
14.9574,75.1764,73.4,2137.32,30.94,10.56,5.9,16010.73
20.4908,86.7119,144.5,1969.93,29.02,23.91,19.7,34585.11
31.4434,86.8782,31.6,1776.94,20.96,5.34,36.8,6911.08
27.6336,91.911,143.9,1758.06,25.8,22.07,18.1,28327.42
28.0531,80.1135,28.2,1815.07,27.35,5.59,20.3,8007.31
19.4883,70.1195,26.5,1932.13,30.51,3.46,23.9,5440.88
17.3402,75.9363,71.4,2062.55,33.84,10.81,19.2,16970.2
18.018,96.4202,179.8,1940.39,29.97,27.77,22.3,40144.37
34.6665,85.2915,46.9,1826.39,23.97,7.99,29.3,10644.29
9.0829,88.5824,492.9,2046.46,36.1,75.21,15.2,111999.06
31.4099,68.2134,48.6,1714.1,29.15,6.21,31.0,8237.86
23.6242,83.028,135.2,2052.94,28.26,26.47,25.8,38516.85
19.8426,69.0883,45.4,1952.02,27.58,6.96,11.7,10702.41
27.582,84.5077,39.8,1742.33,27.88,5.87,21.7,7581.69
21.1401,94.7024,132.6,1981.0,32.82,20.65,26.6,31712.68
31.5824,96.0842,70.8,1737.48,23.74,9.73,26.1,13026.12
32.319,83.676,88.8,1695.39,25.74,11.37,24.2,14842.13
19.3865,81.2879,114.1,1907.37,32.33,15.05,21.3,20848.74
15.4744,95.4055,137.5,2286.93,33.67,18.33,16.4,30930.07
23.9935,87.5347,381.2,1891.99,28.05,51.77,26.2,77384.93
32.6338,69.8821,45.2,1602.55,22.52,6.94,35.0,8641.65
13.6879,81.506,34.2,2217.11,32.28,5.81,13.7,9215.96
24.8201,74.9671,41.5,1946.12,28.35,7.07,24.7,10643.46
25.0521,81.6243,49.4,1831.74,29.14,5.93,33.5,8276.68
27.7941,81.2085,65.3,1769.06,26.76,12.66,28.5,18499.09
11.5523,84.8822,47.8,2189.94,32.64,8.88,13.9,15442.67
27.3273,78.3463,35.7,1832.36,27.41,7.03,22.7,9779.71
32.5439,72.7638,39.3,1604.13,25.68,5.85,40.0,6942.02
12.8514,82.6079,137.8,2255.65,33.58,23.86,5.0,39132.69
14.4137,92.0759,32.3,2049.83,30.44,4.31,15.6,6542.07
34.2277,87.2564,32.6,1847.55,22.83,6.04,31.9,8939.01
12.8864,77.8127,102.7,2214.32,34.7,13.65,15.0,23693.07
31.0684,95.1302,51.9,1704.69,21.85,7.58,28.3,10747.4
21.2915,94.454,34.9,2043.41,24.83,5.56,25.6,8571.59
14.6752,74.0711,79.1,2027.73,35.01,13.26,5.1,19052.48
31.5102,69.1431,47.8,1627.48,25.44,7.88,29.6,9720.32
20.0232,89.498,180.7,1949.61,30.8,23.16,26.6,30460.87
21.9001,92.0007,33.8,1981.61,26.59,5.19,16.9,7379.23
17.6993,96.0681,481.6,1988.39,32.11,93.35,8.8,136651.94
24.0097,93.8053,465.4,1887.26,28.35,88.32,23.9,130677.81
12.4151,85.4155,120.1,2212.01,29.84,20.09,21.9,33830.02
18.5592,83.3715,37.7,2018.45,33.1,6.25,9.8,8910.43
34.1741,68.8074,78.1,1661.4,23.54,10.07,25.6,12473.31
14.9696,75.153,31.0,2130.71,31.07,4.22,16.9,6712.38
25.7319,81.3288,181.5,1896.64,26.26,25.45,20.7,36194.86
16.7801,86.2266,128.6,1840.23,27.02,20.46,15.0,29970.56
28.8838,84.1603,263.4,1858.36,26.79,47.01,35.5,61975.32
11.5336,89.5364,116.8,2167.74,33.93,18.32,5.5,27644.12
34.1852,76.1132,85.8,1730.28,22.83,11.16,38.6,14768.92
20.2523,84.3836,96.4,2050.79,32.04,14.96,20.3,21662.34
14.3734,70.5561,36.7,2031.49,29.36,4.87,22.5,6694.9
9.9844,79.9963,44.1,2191.2,32.91,7.93,19.4,11799.75
12.5835,89.7547,71.1,1992.14,31.24,9.48,12.3,14176.05
22.0339,88.1086,289.6,1979.96,28.13,45.93,23.7,71886.81
17.0991,96.7286,63.0,2192.46,31.04,11.06,22.0,18776.93
30.3799,76.0588,176.5,1717.57,25.79,24.4,26.8,34790.19
19.634,82.4475,361.6,1929.8,29.07,45.6,14.2,66752.17
14.7153,77.5564,68.9,2022.32,30.22,11.37,24.0,17272.45
24.6629,80.7775,21.8,1910.47,30.87,2.71,23.3,3878.35
27.083,92.8516,139.7,1771.46,31.24,23.33,17.1,30184.28
12.5101,87.8421,36.0,2152.52,33.26,6.5,19.3,11414.52
12.5257,93.5908,24.0,2186.28,31.45,3.52,14.5,5888.79
8.9901,73.9018,21.6,2224.93,37.51,3.44,5.0,5700.98
27.8829,93.3275,192.0,1700.64,23.16,37.3,18.5,45664.14
25.9227,69.7331,34.1,1957.0,26.27,5.38,21.8,8234.16
20.815,93.7694,116.8,2044.32,27.84,23.34,29.4,37029.72
30.7926,77.5431,114.1,1856.15,22.42,15.13,39.5,22751.85
29.7531,77.123,64.4,1838.27,24.65,11.39,26.0,16678.3
23.8046,82.8506,113.3,1933.13,26.16,19.52,30.5,28524.18
31.4433,95.28,90.5,1860.61,24.48,17.17,30.3,24672.75
13.5577,69.3857,33.9,2253.84,32.55,4.32,16.6,7270.58
11.0218,78.2147,44.0,2069.36,32.4,6.27,7.7,9775.52
15.2832,92.8406,266.4,2155.15,30.98,34.78,15.6,60625.85
9.5413,79.4856,24.4,2165.36,33.84,4.75,5.4,8052.98
22.3416,73.7756,137.3,1931.48,30.17,21.17,13.6,31557.05
33.2884,80.319,71.2,1621.89,23.32,13.73,26.1,18843.32
9.0623,79.181,28.8,2158.1,36.17,4.14,5.0,5702.96
11.297,94.5471,397.3,2060.87,34.69,51.69,20.8,75803.69
20.2094,90.0961,118.4,1943.12,30.65,17.01,29.5,24480.58
33.2146,82.6484,44.0,1658.28,26.43,7.38,39.8,8991.83
16.5362,96.6627,214.4,2010.44,28.92,40.22,11.2,58245.56
21.6953,81.493,85.2,1921.0,27.89,12.86,20.5,17350.03
9.1225,69.6889,23.8,2187.54,38.02,4.59,7.9,7281.92
12.0053,75.606,104.1,1998.73,32.68,14.53,9.7,22782.12
34.639,80.646,28.8,1604.86,17.38,5.05,25.5,6581.46
34.0582,72.5502,118.9,1759.91,22.87,21.26,34.7,28267.5
8.1334,95.4794,20.0,2133.8,35.21,2.84,5.0,4540.6
33.6989,90.2386,56.0,1823.38,18.2,6.84,39.7,10477.66
25.2562,75.7803,93.3,1907.41,29.9,13.92,29.1,18545.26
31.4338,85.1333,485.4,1826.73,23.03,60.0,28.5,84726.05
20.278,88.922,139.1,2091.85,30.13,26.71,23.2,42915.81
21.9211,95.2971,49.8,1924.64,28.28,9.78,16.6,14264.17
21.1989,93.5674,295.9,1916.46,26.48,52.91,16.5,80812.01
26.0053,82.9406,54.7,1945.64,24.76,9.74,22.3,13535.09
11.7706,90.4649,80.6,2172.89,31.43,11.22,17.7,17281.64
8.8093,84.3022,40.3,2170.45,36.81,5.07,5.0,8360.11
16.3141,84.0284,197.3,2161.66,30.96,36.34,17.6,54514.42
27.0264,71.3275,255.0,1840.55,25.39,42.01,21.0,61533.42
13.45,71.658,55.6,2104.52,30.68,9.71,9.2,15722.11
26.1827,83.3565,316.2,1874.41,29.21,57.67,20.9,84606.56
34.1876,75.797,26.3,1653.86,26.14,4.01,37.1,4984.68
10.5353,68.6101,181.9,2160.57,36.23,23.94,11.1,39451.62
26.1603,88.9623,32.3,1984.86,27.81,5.94,30.6,8446.14
19.9813,68.9421,30.5,2019.93,30.19,4.77,14.4,7085.78
31.4398,85.263,103.8,1780.57,22.02,19.31,21.6,26386.82
12.783,83.6366,124.9,2100.96,32.36,19.36,16.4,29090.46
26.7009,96.0956,23.4,1889.85,25.22,3.21,19.0,4668.82
30.6291,82.0422,43.7,1852.66,21.17,5.85,25.6,7969.09
33.5046,69.8444,20.8,1789.66,25.64,3.73,29.6,5201.96
26.4477,83.999,33.3,1841.39,25.31,5.53,31.4,8496.11
21.4237,92.3918,37.6,1984.36,31.35,5.73,23.9,8039.28
24.6819,96.9086,48.7,1938.12,29.26,7.76,18.4,11300.11
31.4604,80.48,37.2,1697.14,25.56,6.1,33.4,7361.72
23.4065,77.2887,205.6,1936.14,29.29,28.6,27.6,40173.79
8.8205,94.2929,101.8,2012.33,33.4,15.29,6.6,23847.01
33.1356,73.546,31.9,1786.16,27.4,4.57,28.1,6075.89
26.6172,85.8474,317.8,1917.72,26.71,48.01,30.2,73176.71
26.2659,79.7657,69.7,1931.02,27.38,11.16,28.5,16832.33
13.8232,69.1914,35.0,2063.58,31.08,4.69,5.4,7155.66
25.7899,78.0714,24.5,1904.51,25.13,3.71,29.1,5172.57
18.6343,75.6916,42.3,2122.5,31.17,6.38,18.4,10647.5
25.5833,87.8966,37.8,1996.6,27.52,5.4,30.7,8322.95
10.878,95.5149,22.4,2145.86,32.13,4.47,5.0,6594.79
25.7618,75.7734,139.0,1891.43,24.13,17.49,20.9,24286.82
34.9842,91.5325,111.6,1803.16,20.32,19.14,35.9,23565.65
9.3017,69.6054,81.6,2056.5,36.81,10.93,8.9,15546.87
34.3837,83.6055,21.4,1699.25,21.9,4.0,32.1,5247.25
18.9865,70.046,113.2,2109.09,29.38,21.87,23.9,32987.63
31.5103,95.087,87.3,1854.83,27.32,13.29,32.8,18185.98
29.1244,90.2242,467.7,1849.3,23.25,86.93,33.3,133346.11
23.3094,87.0805,21.0,1803.96,26.66,2.95,16.4,4245.32
27.9381,91.893,163.7,1837.12,24.49,21.48,32.5,29362.3
31.7199,86.7781,144.9,1725.85,27.56,21.05,31.0,29091.77
18.9118,96.0994,146.5,2030.07,34.08,21.58,9.6,33953.52
16.8299,88.7048,52.8,1976.31,32.53,8.01,11.5,12149.42
26.025,94.8151,41.5,1793.49,28.46,6.22,16.5,8461.47
29.8118,82.9968,227.5,1642.2,24.02,34.79,28.9,47071.65
28.5817,71.3949,41.0,1927.27,29.63,7.26,25.1,11007.44
29.541,83.3172,136.9,1780.28,25.84,19.11,39.3,24116.41
19.7607,71.6793,23.0,2000.88,31.41,2.8,27.1,4124.33
30.0815,85.1823,27.2,1802.35,24.85,4.32,36.6,5793.59
11.2456,81.9923,52.4,2056.18,33.0,8.17,11.3,13413.74
22.7012,86.0547,165.3,1834.65,31.71,20.64,28.8,27395.21
8.1555,68.2914,20.9,2116.78,36.01,2.73,5.0,4107.65
16.7638,73.6504,430.2,1984.4,33.96,69.18,18.0,108146.44
17.8945,82.2486,79.8,2051.23,31.06,11.08,15.8,17409.96
18.6967,95.5646,34.8,1943.8,28.49,6.62,12.1,10726.15
26.7776,79.1247,43.6,2001.72,25.38,5.84,18.2,8488.36
18.4911,80.3068,99.5,2093.33,30.48,12.1,19.7,18756.38
20.1147,88.7262,32.9,2046.6,28.3,5.12,12.1,8312.41
14.4137,85.51,20.3,2074.98,29.9,4.05,18.8,5936.73
18.0778,76.6689,37.0,2139.74,32.87,6.32,26.5,10614.82
14.1363,79.9137,23.7,2072.11,31.15,3.52,7.4,5108.51
9.9763,74.3133,126.5,2161.93,34.39,15.35,9.4,25628.17
24.2931,96.0146,27.7,1920.32,28.26,4.4,29.1,5820.58
26.0417,71.7884,40.2,1931.39,25.7,5.49,21.8,8160.19
24.7262,78.7833,39.4,1949.88,30.37,6.77,33.1,9148.32
20.5143,68.7493,38.5,1936.73,27.13,6.42,28.3,10295.99
18.2542,74.4316,28.0,1972.78,30.91,3.96,10.3,5496.86
31.31,90.6337,76.7,1831.61,25.0,9.63,21.9,12813.71
22.0152,73.8341,136.3,2004.95,28.58,24.59,31.5,37806.01
20.9379,70.3218,20.4,1935.65,26.58,3.4,30.1,4812.04
8.6923,81.7591,25.4,2060.56,36.43,4.77,7.1,7536.75
17.2137,68.2891,38.3,2017.57,32.34,5.39,8.2,7726.42
18.2653,70.4582,44.5,2065.11,29.03,7.67,20.6,11593.39
18.7682,91.4212,85.8,2150.61,31.57,11.12,14.6,17913.47
23.6647,90.3727,39.6,1822.2,28.7,5.68,32.4,7273.89
22.4073,94.539,36.7,1906.54,25.96,6.33,28.3,9394.16
24.4134,92.7809,56.5,1873.41,25.91,10.5,27.4,15814.94
28.6518,87.8121,38.7,1936.73,27.98,5.63,24.3,8524.17
29.9506,69.5177,131.4,1802.09,25.74,24.16,34.0,34526.44
27.3893,90.7026,149.2,1778.41,25.15,26.0,23.2,32163.83
33.7991,92.5198,20.9,1780.31,21.67,3.09,24.6,4129.8
8.4923,91.1734,116.0,2158.77,33.75,22.05,8.7,35404.78
13.286,82.7459,91.5,2006.9,31.73,14.7,13.1,24003.51
8.2042,74.7542,20.3,2124.9,33.22,3.49,13.5,5345.99
25.4818,92.5146,111.4,2024.05,23.65,17.79,32.8,24439.79
32.2468,89.0877,62.2,1794.29,26.37,9.72,29.3,12737.78
14.574,96.4421,282.5,2090.29,33.98,53.06,13.6,80400.15
33.0299,72.5151,76.1,1729.47,21.19,10.93,32.4,13331.37
9.6272,74.5443,276.4,2194.08,34.54,33.98,6.1,58024.3
33.2298,74.1421,34.8,1768.28,21.84,6.62,38.1,8395.99
17.4938,90.9837,85.9,2052.48,30.2,15.98,17.9,25575.08
10.7384,73.4203,36.6,2159.9,33.08,5.46,19.0,8206.14
21.1185,69.9331,27.2,2033.37,28.24,3.66,24.1,6105.77
14.933,96.9583,113.5,2077.05,35.89,19.76,9.2,29674.48
15.6916,68.7197,135.4,1983.32,30.66,17.1,9.0,24727.88
16.2968,92.2221,26.7,2001.66,29.65,4.11,13.7,6414.42
29.6817,78.5956,100.8,1651.41,23.72,12.79,26.6,15580.82
22.5574,92.4068,39.5,2100.11,30.54,6.62,20.7,10848.35
16.4053,84.084,36.9,2117.72,27.91,4.51,10.1,7049.18
24.479,94.1473,31.0,1836.97,26.06,5.28,34.0,7099.64
27.3361,94.8596,39.3,1829.4,29.19,6.83,20.3,9337.76
15.3608,68.2638,20.8,2016.55,32.18,3.31,18.4,4737.6
19.1658,70.187,87.0,2122.42,30.36,11.66,9.4,18162.29
11.2909,75.2604,36.0,2027.17,37.78,4.61,9.4,6994.72
12.891,87.4101,20.6,2121.12,33.29,2.99,9.1,4182.25
26.3902,93.7599,100.8,1860.29,25.31,15.84,24.0,24037.23
12.8988,81.3383,115.4,2177.97,32.23,19.78,12.9,33957.97
22.1794,85.6022,42.8,1936.45,26.35,5.14,24.2,6963.52
27.1442,73.4665,23.4,1714.75,28.9,4.14,28.8,4878.44
10.8857,91.344,49.7,2127.97,34.85,8.8,13.5,14506.81
23.3174,96.0525,110.6,1846.51,30.36,17.21,30.2,24662.79
14.9272,75.7894,277.1,2081.68,34.31,40.87,22.7,64351.66
33.999,82.35,74.9,1846.75,22.47,14.04,38.7,18701.09
21.0557,70.4974,37.2,1825.84,27.24,6.8,12.6,10210.57
29.7618,84.215,138.2,1744.27,25.1,27.45,39.0,34927.58
22.8561,82.5807,35.6,1888.37,26.57,5.33,31.8,7682.93
9.1721,72.1887,39.8,2148.37,34.8,7.67,13.4,12345.51
25.0951,80.8199,30.7,1951.5,29.57,3.9,25.4,6285.5
33.6879,77.689,88.8,1723.73,23.1,13.58,28.7,18235.08
24.2435,83.1331,78.6,1940.88,27.99,12.36,29.4,18581.95
30.1181,84.984,120.6,1751.81,24.86,18.72,37.7,24916.96
31.8736,68.2464,85.9,1788.67,25.86,14.61,35.2,18908.4
14.1582,90.0692,25.7,2151.38,30.89,3.44,16.7,4944.45
13.7252,88.6774,31.1,2038.36,28.03,5.88,7.6,9080.06
24.4965,78.6223,135.4,1965.57,28.52,22.22,21.7,30948.89
19.0978,69.5351,123.8,2004.43,31.98,23.82,23.6,36342.16
30.6763,89.893,83.5,1875.46,25.69,10.03,21.0,14313.65
32.3006,95.7001,47.2,1746.48,22.78,8.04,35.1,11024.08
17.5424,74.9644,57.5,2058.74,28.44,8.79,22.9,12977.21
14.3955,77.3822,21.5,2081.63,33.11,3.45,11.1,5644.29
29.0742,73.3306,62.7,1812.97,25.8,11.26,20.6,15835.58
15.4198,84.7311,23.5,2087.16,31.41,3.25,21.8,4757.82
30.2106,72.4904,180.7,1843.15,28.65,24.65,23.0,37704.62
19.4409,78.3296,39.8,1894.1,27.96,7.02,16.9,10061.99
26.0238,88.2134,110.1,1990.26,30.44,17.8,30.2,24914.46
10.5795,84.2434,114.8,2004.8,33.9,15.92,16.9,22658.59
24.8442,79.2074,40.7,1842.02,23.75,6.45,32.1,8423.69
20.1977,80.1872,42.7,1972.9,29.15,6.69,20.8,10792.39
23.8384,84.3012,70.7,1947.9,29.79,12.4,23.4,19449.03
12.5364,68.1701,38.7,2244.44,32.23,4.65,19.5,8026.17
27.8956,70.2768,37.4,1693.22,23.1,6.24,29.2,8500.48
31.2955,93.5565,480.3,1740.07,24.19,80.91,32.9,116496.1
13.852,70.2585,73.2,1924.52,30.65,13.16,12.5,18998.96
10.5843,88.4973,21.8,2156.01,34.82,4.16,8.0,6810.68
8.6382,94.6811,115.3,2210.25,36.26,17.9,8.2,28240.28
25.3332,75.8498,124.0,2015.27,25.09,18.28,22.6,28272.87
24.3915,78.7443,78.3,1914.6,26.21,10.04,21.3,15113.5
22.7608,84.4987,107.1,2017.83,29.87,15.74,32.6,19939.81
14.2626,93.5696,56.0,2133.98,30.46,7.02,11.0,10966.45
18.5545,95.3153,48.8,1975.2,28.09,8.99,13.7,13590.76
24.0509,89.4473,61.0,1798.37,25.42,11.26,21.1,15569.41
21.4127,70.512,22.0,1980.57,29.67,3.38,23.2,4980.89
34.6702,87.4055,21.3,1600.57,23.62,3.0,42.9,3781.39
11.6839,79.8988,92.7,2237.31,31.97,12.0,17.4,19297.5
26.7689,81.6503,22.9,1849.19,26.56,4.31,33.6,5681.19
18.9166,69.4253,124.5,2099.12,33.14,23.67,26.1,38856.71
19.5614,73.5408,139.9,1953.48,27.85,19.77,28.0,30542.42
27.3751,90.9249,27.8,1872.76,22.38,4.72,22.1,6650.91
26.6958,81.1648,38.9,1880.22,27.5,5.47,25.9,7894.99
34.7639,76.7482,54.2,1714.65,22.74,7.48,32.5,10449.07
11.4666,79.1366,285.3,2102.99,32.02,34.72,9.1,55081.76
10.811,92.7776,79.3,2180.8,35.04,13.18,13.9,21887.84
27.5571,89.721,72.9,1773.88,27.88,9.62,25.6,13390.75
23.6164,75.8971,39.3,1822.15,23.56,4.76,25.9,6649.03
15.4023,71.4076,23.9,2166.18,30.36,3.07,13.0,5170.02
10.1443,75.3079,136.1,2219.58,38.67,19.74,6.4,30399.39
10.3128,94.7019,39.9,2163.64,35.13,6.93,7.4,11341.98
32.1432,84.8661,398.8,1898.63,25.49,54.31,38.2,78517.67
13.1804,83.4709,48.1,2085.33,35.01,9.18,15.2,13989.8
16.731,85.2954,144.2,2148.66,31.11,20.64,26.2,30743.31
14.1197,78.6148,105.2,2103.89,33.84,15.41,20.8,24064.69
17.5849,91.4061,99.5,1945.49,32.12,13.68,17.3,20189.33
9.8744,83.1753,83.5,2314.1,35.23,11.72,5.0,19152.59
